68,10010011
97,1010
116,1100
32,111
105,0111
115,0110
111,1011
114,000
101,010
100,0011
110,11010
102,10000
108,1101111
104,00101
109,10011
121,1101100
98,1101110
118,1001011
112,1101101
99,100011
103,0010001
119,1001000
46,001001
84,0010000
40,10010101
41,10010100
117,10001000
107,10001010
72,10001001
44,10010010
125,10001011
